0.50,0.75,0.60
0.58,0.79,0.67
0.78,0.78,0.78
0.69,0.74,0.72
0.53,0.65,0.58
0.57,0.70,0.63
0.71,0.67,0.69
0.71,0.61,0.66
0.64,0.71,0.68
0.60,0.75,0.67
0.56,0.79,0.66
0.68,0.68,0.68
0.87,0.76,0.81
0.74,0.73,0.73
0.76,0.67,0.71
0.67,0.69,0.68
0.62,0.67,0.64
0.74,0.67,0.70
0.62,0.62,0.62
0.64,0.64,0.64
0.79,0.70,0.74
0.69,0.79,0.73
0.63,0.72,0.68
0.55,0.78,0.64
0.68,0.79,0.73
0.66,0.77,0.71
0.68,0.86,0.76
0.83,0.56,0.67
0.83,0.48,0.61
0.79,0.47,0.59
0.67,0.67,0.67
0.74,0.71,0.73
0.70,0.70,0.70
0.74,0.74,0.74
0.59,0.70,0.64
0.48,0.53,0.50
0.88,0.58,0.70
0.88,0.57,0.69
0.88,0.55,0.68
0.92,0.52,0.67
0.89,0.42,0.57
0.67,0.48,0.56
0.90,0.90,0.90
0.86,0.86,0.86
0.75,0.75,0.75
0.75,0.39,0.51
0.74,0.37,0.49
0.51,0.57,0.54
0.69,0.58,0.63
0.60,0.51,0.55
0.69,0.46,0.56
0.67,0.86,0.75
0.64,0.86,0.73
0.76,0.65,0.70
0.89,0.73,0.80
0.85,0.69,0.76
0.87,0.58,0.69
0.74,0.83,0.78
0.68,0.81,0.74
0.65,0.78,0.71
0.88,0.74,0.80
0.85,0.66,0.74
0.69,0.49,0.57
0.87,0.72,0.79
0.83,0.54,0.66
0.70,0.66,0.68
0.85,0.82,0.83
0.73,0.70,0.72
0.64,0.68,0.66
0.75,0.69,0.72
0.58,0.59,0.59
0.64,0.55,0.59
0.85,0.78,0.81
0.74,0.64,0.69
0.74,0.74,0.74
0.81,0.70,0.75
0.76,0.54,0.63
0.48,0.59,0.53
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
1.00,0.88,0.93
1.00,0.87,0.93
0.98,0.91,0.94
0.76,0.69,0.73
0.70,0.57,0.63
0.56,0.58,0.57
0.81,0.78,0.79
0.76,0.64,0.69
0.63,0.68,0.66
0.92,0.74,0.82
0.86,0.61,0.71
0.75,0.60,0.67
0.93,0.80,0.86
0.90,0.66,0.77
0.55,0.49,0.52
0.70,0.56,0.62
0.63,0.51,0.56
0.52,0.43,0.47
0.67,0.55,0.60
0.67,0.57,0.61
0.75,0.66,0.70
0.88,0.75,0.81
0.87,0.72,0.79
0.93,0.62,0.74
0.78,0.78,0.78
0.81,0.77,0.79
0.75,0.94,0.83
0.86,0.75,0.80
0.79,0.57,0.67
0.67,0.67,0.67
0.82,0.69,0.75
0.70,0.51,0.59
0.58,0.47,0.52
0.75,0.64,0.69
0.70,0.52,0.60
0.55,0.48,0.51
0.82,0.73,0.78
0.76,0.54,0.63
0.51,0.56,0.53
0.80,0.72,0.76
0.73,0.51,0.60
0.47,0.59,0.52
0.76,0.76,0.76
0.66,0.58,0.61
0.55,0.58,0.56
0.86,0.81,0.84
0.80,0.72,0.76
0.73,0.51,0.60
0.79,0.77,0.78
0.66,0.56,0.61
0.58,0.55,0.56
0.75,0.65,0.69
0.74,0.36,0.48
0.48,0.54,0.51
0.82,0.71,0.76
0.59,0.55,0.57
0.53,0.43,0.48
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.75,0.75,0.75
0.71,0.61,0.65
0.48,0.75,0.58
0.53,0.67,0.59
0.55,0.62,0.58
0.55,0.59,0.57
0.63,0.85,0.73
0.35,0.79,0.49
0.65,0.40,0.50
0.82,0.89,0.86
0.57,0.68,0.62
0.56,0.63,0.59
0.72,0.80,0.76
0.56,0.67,0.61
0.68,0.50,0.58
0.71,0.80,0.75
0.57,0.63,0.59
0.48,0.45,0.47
0.67,0.81,0.73
0.62,0.67,0.64
0.53,0.70,0.60
0.76,0.87,0.81
0.60,0.77,0.68
0.59,0.66,0.62
0.84,0.75,0.79
0.82,0.71,0.76
0.85,0.75,0.80
0.58,0.54,0.56
0.60,0.56,0.58
0.64,0.60,0.62
0.63,0.69,0.66
0.54,0.56,0.55
0.50,0.65,0.57
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.85,0.84,0.84
0.78,0.79,0.78
0.81,0.77,0.79
0.33,1.00,0.50
0.27,1.00,0.42
0.40,0.80,0.53
0.80,0.67,0.73
0.78,0.64,0.70
0.75,0.60,0.67
0.57,0.50,0.53
0.48,0.50,0.49
0.44,0.44,0.44
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.71,0.56,0.63
0.71,0.53,0.61
0.65,0.65,0.65
1.00,0.67,0.80
1.00,0.56,0.72
0.86,0.86,0.86
0.87,0.80,0.83
0.82,0.72,0.77
0.87,0.75,0.81
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.90,0.82,0.86
0.91,0.80,0.85
0.90,0.90,0.90
0.50,1.00,0.67
0.50,1.00,0.67
0.50,1.00,0.67
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.68,0.71,0.70
0.65,0.63,0.64
0.60,0.71,0.65
0.95,0.95,0.95
0.93,0.93,0.93
0.85,0.99,0.92
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,0.78,0.88
1.00,0.71,0.83
1.00,0.60,0.75
0.75,0.60,0.67
0.81,0.65,0.72
0.82,0.82,0.82
0.80,0.80,0.80
0.79,0.79,0.79
0.89,0.89,0.89
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.83,0.83,0.83
0.85,0.85,0.85
0.87,0.87,0.87
1.00,0.85,0.92
1.00,0.77,0.87
0.97,0.73,0.84
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.75,0.71,0.73
0.66,0.52,0.58
0.51,0.70,0.59
0.94,0.83,0.88
0.93,0.78,0.85
0.90,0.60,0.72
0.43,0.55,0.48
0.40,0.54,0.46
0.45,0.57,0.50
1.00,0.75,0.86
1.00,0.73,0.84
1.00,0.67,0.80
0.92,0.86,0.89
0.93,0.85,0.89
0.94,0.83,0.88
0.75,1.00,0.86
0.75,1.00,0.86
0.75,1.00,0.86
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.93,0.87,0.90
0.92,0.82,0.87
0.96,0.82,0.88
0.76,0.61,0.68
0.65,0.49,0.56
0.68,0.76,0.72
0.75,0.83,0.78
0.62,0.68,0.65
0.70,0.65,0.67
0.76,0.76,0.76
0.72,0.72,0.72
0.75,0.75,0.75
0.64,0.52,0.57
0.65,0.53,0.58
0.70,0.57,0.63
0.78,0.82,0.80
0.71,0.71,0.71
0.65,0.62,0.64
0.93,0.88,0.90
0.77,0.77,0.77
0.77,0.66,0.71
0.90,0.82,0.85
0.79,0.68,0.73
0.67,0.50,0.57
0.89,0.73,0.80
0.88,0.72,0.79
0.81,0.81,0.81
0.83,0.83,0.83
0.81,0.80,0.80
0.91,0.76,0.83
0.89,0.82,0.86
0.77,0.64,0.70
0.80,0.67,0.73
0.50,0.50,0.50
0.50,0.50,0.50
0.50,0.50,0.50
0.80,0.80,0.80
0.78,0.79,0.79
0.78,0.91,0.84
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.76,0.75,0.75
0.56,0.55,0.55
0.57,0.52,0.54
0.72,0.66,0.69
0.67,0.63,0.65
0.72,0.60,0.65
0.76,0.66,0.71
0.71,0.54,0.61
0.67,0.58,0.62
